Ingredient,Trade_Name(s),Disease_Category,Duration_Class,Substance_Class,ChEMBL_ID,Gene_Symbol(s),Target_Name(s),Mechanism_of_Action,Action_Type(s),Target_ChEMBL_ID(s),N_Targets,Match_Strategy
PRALSETINIB,GAVRETO,Oncology,LONG-TERM,chemical,CHEMBL4582651,"RET | RET, CCDC6 | RET, KIF5B",Proto-oncogene tyrosine-protein kinase receptor Ret | Coiled-coil domain-containing protein 6/Tyrosine-protein kinase receptor RET | Kinesin-1 heavy chain/ Tyrosine-protein kinase receptor RET,Tyrosine-protein kinase receptor RET inhibitor; Coiled-coil domain-containing protein 6/Tyrosine-protein kinase receptor RET inhibitor; Kinesin-1 heavy chain/ Tyrosine-protein kinase receptor RET inhibitor,INHIBITOR,CHEMBL2041; CHEMBL3430904; CHEMBL3430888,3,direct
PRAMIPEXOLE DIHYDROCHLORIDE,PRAMIPEXOLE DIHYDROCHLORIDE,Neurology,CHRONIC,chemical,CHEMBL3182733,"DRD2, DRD3, DRD4",D2-like dopamine receptor,D2-like dopamine receptor agonist,AGONIST,CHEMBL2331075,1,direct
PRASTERONE,INTRAROSA,Other/Unclassified,OTHER,chemical,CHEMBL90593,,,Unknown,,,0,direct
PRASUGREL HYDROCHLORIDE,EFFIENT | PRASUGREL | PRASUGREL HYDROCHLORIDE,Cardiovascular,CHRONIC,chemical,CHEMBL1201773,P2RY12,P2Y purinoceptor 12,Purinergic receptor P2Y12 antagonist,ANTAGONIST,CHEMBL2001,1,direct
PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,Metabolic,CHRONIC,chemical,CHEMBL690,HMGCR,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMG-CoA reductase inhibitor,INHIBITOR,CHEMBL402,1,direct
PRAZIQUANTEL,PRAZIQUANTEL,Infectious,SHORT,chemical,CHEMBL976,,Voltage-activated calcium channel beta 1 subunit | Voltage-activated calcium channel beta 2 subunit,Voltage-activated calcium channel beta 1 subunit blocker; Voltage-activated calcium channel beta 2 subunit blocker,BLOCKER,CHEMBL2363079; CHEMBL2363080,2,direct
PRAZOSIN HYDROCHLORIDE,MINIPRESS | PRAZOSIN HYDROCHLORIDE,Cardiovascular,CHRONIC,chemical,CHEMBL1558,"ADRA1A, ADRA1D, ADRA1B",Adrenergic receptor alpha-1,Adrenergic receptor alpha-1 antagonist,ANTAGONIST,CHEMBL2094251,1,direct
PREDNICARBATE,PREDNICARBATE,Other/Unclassified,OTHER,chemical,CHEMBL1200386,NR3C1,Glucocorticoid receptor,Glucocorticoid receptor agonist,AGONIST,CHEMBL2034,1,direct
PREDNISOLONE,PREDNISOLONE | PRELONE,Autoimmune,PERIODIC,chemical,CHEMBL131,NR3C1,Glucocorticoid receptor,Glucocorticoid receptor agonist,AGONIST,CHEMBL2034,1,direct
PREDNISOLONE ACETATE,OMNIPRED | PRED FORTE | PRED MILD | PREDNISOLONE ACETATE,Autoimmune,PERIODIC,chemical,CHEMBL1152,NR3C1,Glucocorticoid receptor,Glucocorticoid receptor agonist,AGONIST,CHEMBL2034,1,direct
PREDNISOLONE SODIUM PHOSPHATE,ORAPRED ODT | PEDIAPRED | PREDNISOLONE SODIUM PHOSPHATE,Autoimmune,PERIODIC,chemical,CHEMBL1201014,NR3C1,Glucocorticoid receptor,Glucocorticoid receptor agonist,AGONIST,CHEMBL2034,1,direct
PREDNISOLONE SODIUM PHOSPHATE; SULFACETAMIDE SODIUM,SULFACETAMIDE SODIUM AND PREDNISOLONE SODIUM PHOSPHATE,Autoimmune,PERIODIC,chemical,CHEMBL1201014 | CHEMBL1723241,NR3C1 | folP,Glucocorticoid receptor | Dihydropteroate synthase,Glucocorticoid receptor agonist; Bacterial dihydropteroate synthase inhibitor,AGONIST | INHIBITOR,CHEMBL2034; CHEMBL2364668,2,combination
PREDNISONE,PREDNISONE | PREDNISONE INTENSOL,Autoimmune,PERIODIC,chemical,CHEMBL635,NR3C1,Glucocorticoid receptor,Glucocorticoid receptor agonist,AGONIST,CHEMBL2034,1,direct
PREGABALIN,LYRICA | LYRICA CR | PREGABALIN,Neurology,CHRONIC,chemical,CHEMBL1059,"CACNA1H, CACNA2D1, CACNA1C, CACNA2D3, CACNA1S, CACNA2D2, CACNA1D, CACNA1A, CACNA1B, CACNA1G, CACNA2D4, CACNA1I, CACNA1F, CACNA1E, CACNB4, CACNB2, CACNB1, CACNB3, CACNG7, CACNG5, CACNG2, CACNG4, CACNG8, CACNG3, CACNG6, CACNG1",Voltage-gated calcium channel,Voltage-gated calcium channel modulator,MODULATOR,CHEMBL2363032,1,direct
PRETOMANID,PRETOMANID,Other/Unclassified,OTHER,chemical,CHEMBL227875,,,Unknown,,,0,direct
PRILOCAINE HYDROCHLORIDE,PRILOCAINE HYDROCHLORIDE,Pain,SHORT,chemical,CHEMBL1200586,"SCN1A, SCN5A, SCN4A, SCN7A, SCN2A, SCN9A, SCN3A, SCN11A, SCN8A, SCN10A",Sodium channel alpha subunit,Sodium channel alpha subunit blocker,BLOCKER,CHEMBL2331043,1,direct
PRIMAQUINE PHOSPHATE,PRIMAQUINE | PRIMAQUINE PHOSPHATE,Metabolic,CHRONIC,chemical,CHEMBL43128,,,Unknown,,,0,direct
PRIMIDONE,MYSOLINE | PRIMIDONE,Psychiatric,CHRONIC,chemical,CHEMBL856,"GABRA1, GABRB2, GABRG2, GABRB3, GABRA4, GABRG3, GABRQ, GABRA3, GABRP, GABRD, GABRG1, GABRB1, GABRE, GABRA2, GABRA5, GABRA6 | SCN1A, SCN5A, SCN4A, SCN7A, SCN2A, SCN9A, SCN3A, SCN11A, SCN8A, SCN10A",GABA-A receptor; anion channel | Sodium channel alpha subunit,GABA-A receptor; anion channel positive allosteric modulator; Sodium channel alpha subunit blocker,POSITIVE ALLOSTERIC MODULATOR | BLOCKER,CHEMBL2093872; CHEMBL2331043,2,direct
PROBENECID,PROBALAN | PROBENECID,Metabolic,CHRONIC,chemical,CHEMBL897,SLC22A6 | SLC22A8 | SLC22A11,Solute carrier family 22 member 6 | Organic anion transporter 3 | Solute carrier family 22 member 11,Solute carrier family 22 member 6 inhibitor; Solute carrier family 22 member 8 inhibitor; Solute carrier family 22 member 11 inhibitor,INHIBITOR,CHEMBL1641347; CHEMBL1641348; CHEMBL2073677,3,direct
PROBENECID; SULOPENEM ETZADROXIL,ORLYNVAH,Metabolic,CHRONIC,chemical,CHEMBL897 | CHEMBL4594246,"SLC22A6 | SLC22A8 | SLC22A11 | dacB, ftsI, mrcA, mrcB, dacA, mrdA, dacC",Solute carrier family 22 member 6 | Organic anion transporter 3 | Solute carrier family 22 member 11 | Bacterial penicillin-binding protein,Solute carrier family 22 member 6 inhibitor; Solute carrier family 22 member 8 inhibitor; Solute carrier family 22 member 11 inhibitor; Bacterial penicillin-binding protein inhibitor,INHIBITOR,CHEMBL1641347; CHEMBL1641348; CHEMBL2073677; CHEMBL2354204,4,combination
PROCAINAMIDE HYDROCHLORIDE,PROCAINAMIDE HYDROCHLORIDE,Other/Unclassified,OTHER,chemical,CHEMBL605,"SCN1A, SCN5A, SCN4A, SCN7A, SCN2A, SCN9A, SCN3A, SCN11A, SCN8A, SCN10A",Sodium channel alpha subunit,Sodium channel alpha subunit blocker,BLOCKER,CHEMBL2331043,1,direct
PROCARBAZINE HYDROCHLORIDE,MATULANE,Oncology,LONG-TERM,chemical,CHEMBL1200410,,DNA,DNA inhibitor,INHIBITOR,CHEMBL2311221,1,direct
PROCHLORPERAZINE,COMPRO | PROCHLORPERAZINE,GI,PERIODIC,chemical,CHEMBL728,DRD2,D(2) dopamine receptor,Dopamine D2 receptor antagonist,ANTAGONIST,CHEMBL217,1,direct
PROCHLORPERAZINE EDISYLATE,PROCHLORPERAZINE EDISYLATE,GI,PERIODIC,chemical,CHEMBL1201154,DRD2,D(2) dopamine receptor,Dopamine D2 receptor antagonist,ANTAGONIST,CHEMBL217,1,direct
PROCHLORPERAZINE MALEATE,PROCHLORPERAZINE MALEATE | PROCOMP,GI,PERIODIC,chemical,CHEMBL1314751,DRD2,D(2) dopamine receptor,Dopamine D2 receptor antagonist,ANTAGONIST,CHEMBL217,1,direct
PROGESTERONE,CRINONE | ENDOMETRIN | PROGESTERONE | PROMETRIUM,Metabolic,CHRONIC,chemical,CHEMBL103,PGR,Progesterone receptor,Progesterone receptor agonist,AGONIST,CHEMBL208,1,direct
PROMETHAZINE HYDROCHLORIDE,PROMETHAZINE HYDROCHLORIDE | PROMETHAZINE PLAIN | PROMETHEGAN,Respiratory,PERIODIC,chemical,CHEMBL1200750,HRH1,Histamine H1 receptor,Histamine H1 receptor antagonist,ANTAGONIST,CHEMBL231,1,direct
PROPAFENONE HYDROCHLORIDE,PROPAFENONE HYDROCHLORIDE,Cardiovascular,CHRONIC,chemical,CHEMBL1201063,"ADRB1 | ADRB2 | SCN1A, SCN5A, SCN4A, SCN7A, SCN2A, SCN9A, SCN3A, SCN11A, SCN8A, SCN10A",Beta-1 adrenergic receptor | Beta-2 adrenergic receptor | Sodium channel alpha subunit,Beta-1 adrenergic receptor antagonist; Beta-2 adrenergic receptor antagonist; Sodium channel alpha subunit blocker,ANTAGONIST | BLOCKER,CHEMBL213; CHEMBL210; CHEMBL2331043,3,direct
PROPARACAINE HYDROCHLORIDE,ALCAINE | PROPARACAINE HYDROCHLORIDE,Other/Unclassified,OTHER,chemical,CHEMBL1200464,"SCN1A, SCN5A, SCN4A, SCN7A, SCN2A, SCN9A, SCN3A, SCN11A, SCN8A, SCN10A",Sodium channel alpha subunit,Sodium channel alpha subunit blocker,BLOCKER,CHEMBL2331043,1,direct
PROPOFOL,DIPRIVAN | PROPOFOL,Other,SHORT,chemical,CHEMBL526,"GABRA1, GABRB2, GABRG2, GABRB3, GABRA4, GABRG3, GABRQ, GABRA3, GABRP, GABRD, GABRG1, GABRB1, GABRE, GABRA2, GABRA5, GABRA6",GABA-A receptor; anion channel,GABA-A receptor; anion channel positive allosteric modulator,POSITIVE ALLOSTERIC MODULATOR,CHEMBL2093872,1,direct
PROPRANOLOL HYDROCHLORIDE,HEMANGEOL | INDERAL LA | INNOPRAN XL | PROPRANOLOL HYDROCHLORIDE,Cardiovascular,CHRONIC,chemical,CHEMBL1671,ADRB1 | ADRB2,Beta-1 adrenergic receptor | Beta-2 adrenergic receptor,Beta-1 adrenergic receptor antagonist; Beta-2 adrenergic receptor antagonist,ANTAGONIST,CHEMBL213; CHEMBL210,2,direct
PROPYLTHIOURACIL,PROPYLTHIOURACIL,Metabolic,CHRONIC,chemical,CHEMBL1518,TPO | DIO1,Thyroid peroxidase | Type I iodothyronine deiodinase,Thyroid peroxidase inhibitor; Type I iodothyronine deiodinase (Type-I 5'-deiodinase) (DIOI) (Type 1 DI) (5DI) inhibitor,INHIBITOR,CHEMBL1839; CHEMBL2019,2,direct
PROTAMINE SULFATE,PROTAMINE SULFATE,Cardiovascular,SHORT,structurallyDiverse,CHEMBL1201651,,Heparin,Heparin inhibitor,INHIBITOR,CHEMBL2364712,1,direct
PROTRIPTYLINE HYDROCHLORIDE,PROTRIPTYLINE HYDROCHLORIDE,Psychiatric,CHRONIC,chemical,CHEMBL1200332,SLC6A4 | SLC6A2,Sodium-dependent serotonin transporter | Sodium-dependent noradrenaline transporter,Serotonin transporter inhibitor; Norepinephrine transporter inhibitor,INHIBITOR,CHEMBL228; CHEMBL222,2,direct
PRUCALOPRIDE SUCCINATE,MOTEGRITY | PRUCALOPRIDE SUCCINATE,GI,CHRONIC,chemical,CHEMBL2105748,HTR4,5-hydroxytryptamine receptor 4,Serotonin 4 (5-HT4) receptor agonist,AGONIST,CHEMBL1875,1,direct
PSEUDOEPHEDRINE HYDROCHLORIDE,PSEUDOEPHEDRINE HYDROCHLORIDE,Respiratory,SHORT,chemical,CHEMBL1200724,SLC6A2,Sodium-dependent noradrenaline transporter,Norepinephrine transporter releasing agent,RELEASING AGENT,CHEMBL222,1,direct
PURIFIED WATER,PUR-WASH,Other/Unclassified,OTHER,concept,,,,,,,0,not_found
PYRAZINAMIDE,PYRAZINAMIDE,Infectious,SHORT,chemical,CHEMBL614,"fas | rplM, rpsA, rpsJ, rpsK, rpsL, rpsM, rpsN, rpsZ, rpsO, rpsP, rpsQ, rpsR1, rpsR2, rpsS, rpsB, rpsT, rpsC, rpsD, rpsE, rpsF, rpsG, rpsH, rpsI, rplA, rplJ, rplK, rplN, rplO, rplP, rplQ, rplR, rplS, rplB, rplT, rplU, rplV, rplW, rplX, rplY, rpmA, rpmB1, rpmB2, rpmC, rplC, rpmD, rpmE, rpmF, rpmG1, rpmG2, rpmH, rpmI, rpmJ, rplD, rplE, rplF, rplL, rplI",Fatty acid synthase | 70S ribosome,Fatty acid synthase inhibitor; 70S ribosome inhibitor,INHIBITOR,CHEMBL2011; CHEMBL2363965,2,direct
PYRIDOSTIGMINE BROMIDE,MESTINON | PYRIDOSTIGMINE BROMIDE | REGONOL,Neurology,CHRONIC,chemical,CHEMBL812,ACHE,Acetylcholinesterase,Acetylcholinesterase inhibitor,INHIBITOR,CHEMBL220,1,direct
PYRIDOXINE HYDROCHLORIDE,PYRIDOXINE HYDROCHLORIDE,Metabolic,CHRONIC,chemical,CHEMBL1200756,,,Supplement,,,0,direct
PYRIMETHAMINE,DARAPRIM | PYRIMETHAMINE,Infectious,SHORT,chemical,CHEMBL36,,Bifunctional dihydrofolate reductase-thymidylate synthase,Dihydrofolate reductase inhibitor,INHIBITOR,CHEMBL1939,1,direct
QUAZEPAM,DORAL,Psychiatric,PERIODIC,chemical,CHEMBL1200472,"GABRA1, GABRB2, GABRG2, GABRB3, GABRA4, GABRG3, GABRQ, GABRA3, GABRP, GABRD, GABRG1, GABRB1, GABRE, GABRA2, GABRA5, GABRA6",GABA-A receptor; anion channel,GABA-A receptor; anion channel positive allosteric modulator,POSITIVE ALLOSTERIC MODULATOR,CHEMBL2093872,1,direct
QUETIAPINE FUMARATE,QUETIAPINE FUMARATE | SEROQUEL | SEROQUEL XR,Psychiatric,CHRONIC,chemical,CHEMBL3188993,HTR2A | HTR2C | DRD2,5-hydroxytryptamine receptor 2A | 5-hydroxytryptamine receptor 2C | D(2) dopamine receptor,Serotonin 2a (5-HT2a) receptor antagonist; Serotonin 2c (5-HT2c) receptor antagonist; Dopamine D2 receptor antagonist,ANTAGONIST,CHEMBL224; CHEMBL225; CHEMBL217,3,direct
QUINAPRIL HYDROCHLORIDE,QUINAPRIL HYDROCHLORIDE,Cardiovascular,CHRONIC,chemical,CHEMBL1201011,ACE,Angiotensin-converting enzyme,Angiotensin-converting enzyme inhibitor,INHIBITOR,CHEMBL1808,1,direct
QUINIDINE GLUCONATE,QUINIDINE GLUCONATE,Cardiovascular,CHRONIC,chemical,CHEMBL1200437,"SCN1A, SCN5A, SCN4A, SCN7A, SCN2A, SCN9A, SCN3A, SCN11A, SCN8A, SCN10A",Sodium channel alpha subunit,Sodium channel alpha subunit blocker,BLOCKER,CHEMBL2331043,1,direct
QUINIDINE SULFATE,QUINIDINE SULFATE,Cardiovascular,CHRONIC,chemical,CHEMBL3707183,"SCN1A, SCN5A, SCN4A, SCN7A, SCN2A, SCN9A, SCN3A, SCN11A, SCN8A, SCN10A",Sodium channel alpha subunit,Sodium channel alpha subunit blocker,BLOCKER,CHEMBL2331043,1,direct
QUININE SULFATE,QUININE SULFATE,Infectious,SHORT,chemical,CHEMBL2359966,,Ferriprotoporphyrin IX,Ferriprotoporphyrin IX inhibitor,INHIBITOR,CHEMBL613897,1,direct
QUIZARTINIB DIHYDROCHLORIDE,VANFLYTA,Oncology,LONG-TERM,chemical,CHEMBL2105709,FLT3,Receptor-type tyrosine-protein kinase FLT3,Tyrosine-protein kinase receptor FLT3 inhibitor,INHIBITOR,CHEMBL1974,1,direct
RABEPRAZOLE SODIUM,ACIPHEX | RABEPRAZOLE SODIUM,GI,CHRONIC,chemical,CHEMBL1200930,"ATP4A, ATP4B",Potassium-transporting ATPase,Potassium-transporting ATPase inhibitor,INHIBITOR,CHEMBL2095173,1,direct
RADIUM RA-223 DICHLORIDE,XOFIGO,Other/Unclassified,OTHER,chemical,CHEMBL2107816,,,Radiotherapy agent,,,0,direct
RALOXIFENE HYDROCHLORIDE,EVISTA | RALOXIFENE HYDROCHLORIDE,Metabolic,CHRONIC,chemical,CHEMBL1116,ESR2,Estrogen receptor beta,Estrogen receptor beta modulator,MODULATOR,CHEMBL242,1,direct
RALTEGRAVIR POTASSIUM,ISENTRESS | ISENTRESS HD | RALTEGRAVIR POTASSIUM,Infectious,CHRONIC,chemical,CHEMBL518520,pol,Human immunodeficiency virus type 1 integrase,Human immunodeficiency virus type 1 integrase inhibitor,INHIBITOR,CHEMBL3471,1,direct
RAMELTEON,RAMELTEON | ROZEREM,Other/Unclassified,OTHER,chemical,CHEMBL1218,"MTNR1A, MTNR1B",Melatonin receptor,Melatonin receptor agonist,AGONIST,CHEMBL2094268,1,direct
RAMIPRIL,RAMIPRIL,Cardiovascular,CHRONIC,chemical,CHEMBL1168,ACE,Angiotensin-converting enzyme,Angiotensin-converting enzyme inhibitor,INHIBITOR,CHEMBL1808,1,direct
RANITIDINE HYDROCHLORIDE,RANITIDINE HYDROCHLORIDE,GI,CHRONIC,chemical,CHEMBL2110372,HRH2,Histamine H2 receptor,Histamine H2 receptor antagonist,ANTAGONIST,CHEMBL1941,1,direct
RANOLAZINE,RANOLAZINE,Cardiovascular,CHRONIC,chemical,CHEMBL1404,SCN5A | SCN4A,Sodium channel protein type 5 subunit alpha | Sodium channel protein type 4 subunit alpha,Sodium channel protein type V alpha subunit blocker; Sodium channel protein type IV alpha subunit blocker,BLOCKER,CHEMBL1980; CHEMBL2072,2,direct
RASAGILINE MESYLATE,AZILECT | RASAGILINE MESYLATE,Neurology,CHRONIC,chemical,CHEMBL1201142,MAOB,Amine oxidase [flavin-containing] B,Monoamine oxidase B inhibitor,INHIBITOR,CHEMBL2039,1,direct
REGADENOSON,LEXISCAN | REGADENOSON,Other,SHORT,chemical,CHEMBL3989695,ADORA2A,Adenosine receptor A2a,Adenosine A2a receptor agonist,AGONIST,CHEMBL251,1,direct
REGORAFENIB,STIVARGA,Oncology,LONG-TERM,chemical,CHEMBL1946170,"ABL1 | RAF1 | KIT | FGFR1 | MAPK11 | FGFR2 | FRK | DDR2 | BRAF | TEK | PDGFRB, PDGFRA | FLT1, FLT4, KDR | RET | EPHA2 | NTRK1",Tyrosine-protein kinase ABL1 | RAF proto-oncogene serine/threonine-protein kinase | Mast/stem cell growth factor receptor Kit | Fibroblast growth factor receptor 1 | Mitogen-activated protein kinase 11 | Fibroblast growth factor receptor 2 | Tyrosine-protein kinase FRK | Discoidin domain-containing receptor 2 | Serine/threonine-protein kinase B-raf | Angiopoietin-1 receptor | Platelet-derived growth factor receptor | Vascular endothelial growth factor receptor | Proto-oncogene tyrosine-protein kinase receptor Ret | Ephrin type-A receptor 2 | High affinity nerve growth factor receptor,Tyrosine-protein kinase ABL inhibitor; Serine/threonine-protein kinase RAF inhibitor; Stem cell growth factor receptor inhibitor; Fibroblast growth factor receptor 1 inhibitor; MAP kinase p38 beta inhibitor; Fibroblast growth factor receptor 2 inhibitor; Tyrosine-protein kinase FRK inhibitor; Discoidin domain-containing receptor 2 inhibitor; Serine/threonine-protein kinase B-raf inhibitor; Tyrosine-protein kinase TIE-2 inhibitor; Platelet-derived growth factor receptor inhibitor; Vascular endothelial growth factor receptor inhibitor; Tyrosine-protein kinase receptor RET inhibitor; Ephrin type-A receptor 2 inhibitor; Nerve growth factor receptor Trk-A inhibitor,INHIBITOR,CHEMBL1862; CHEMBL1906; CHEMBL1936; CHEMBL3650; CHEMBL3961; CHEMBL4142; CHEMBL4223; CHEMBL5122; CHEMBL5145; CHEMBL4128; CHEMBL2095189; CHEMBL2095227; CHEMBL2041; CHEMBL2068; CHEMBL2815,15,direct
RELACORILANT,LIFYORLI (COPACKAGED),Other/Unclassified,OTHER,chemical,CHEMBL4068611,NR3C1,Glucocorticoid receptor,Glucocorticoid receptor antagonist,ANTAGONIST,CHEMBL2034,1,direct
RELUGOLIX,ORGOVYX,Oncology,LONG-TERM,chemical,CHEMBL1800159,GNRHR,Gonadotropin-releasing hormone receptor,Gonadotropin-releasing hormone receptor antagonist,ANTAGONIST,CHEMBL1855,1,direct
REMDESIVIR,VEKLURY,Other/Unclassified,OTHER,chemical,CHEMBL4065616,L | rep,RNA-directed RNA polymerase L | Replicase polyprotein 1ab,RNA-directed RNA polymerase L inhibitor; Replicase polyprotein 1ab inhibitor,INHIBITOR,CHEMBL4303062; CHEMBL4523582,2,direct
REMIBRUTINIB,RHAPSIDO,Oncology,LONG-TERM,chemical,,,,,,,0,not_found
REMIFENTANIL HYDROCHLORIDE,REMIFENTANIL HYDROCHLORIDE | ULTIVA,Other/Unclassified,OTHER,chemical,CHEMBL1201120,OPRM1,Mu-type opioid receptor,Mu opioid receptor agonist,AGONIST,CHEMBL233,1,direct
REMIMAZOLAM BESYLATE,BYFAVO,Other/Unclassified,OTHER,chemical,CHEMBL4594301,"GABRA1, GABRB2, GABRG2, GABRB3, GABRA4, GABRG3, GABRQ, GABRA3, GABRP, GABRD, GABRG1, GABRB1, GABRE, GABRA2, GABRA5, GABRA6",GABA-A receptor; anion channel,GABA-A receptor; anion channel positive allosteric modulator,POSITIVE ALLOSTERIC MODULATOR,CHEMBL2093872,1,direct
REPAGLINIDE,REPAGLINIDE,Metabolic,CHRONIC,chemical,CHEMBL1272,"KCNJ11, ABCC8","Sulfonylurea receptor 1, Kir6.2","Sulfonylurea receptor 1, Kir6.2 blocker",BLOCKER,CHEMBL2096972,1,direct
REPOTRECTINIB,AUGTYRO,Oncology,LONG-TERM,chemical,CHEMBL4298138,"NTRK1 | NTRK2 | ROS1 | NTRK3 | CD74, ROS1 | ROS1, SDC4",High affinity nerve growth factor receptor | BDNF/NT-3 growth factors receptor | Proto-oncogene tyrosine-protein kinase ROS | NT-3 growth factor receptor | CD74-ROS1 | ROS1-SDC4,Nerve growth factor receptor Trk-A inhibitor; Neurotrophic tyrosine kinase receptor type 2 inhibitor; Proto-oncogene tyrosine-protein kinase ROS inhibitor; NT-3 growth factor receptor inhibitor; CD74-ROS1 inhibitor; ROS1-SDC4 inhibitor,INHIBITOR,CHEMBL2815; CHEMBL4898; CHEMBL5568; CHEMBL5608; CHEMBL4680046; CHEMBL5303568,6,direct
RESMETIROM,REZDIFFRA,Other/Unclassified,OTHER,chemical,CHEMBL3261331,THRB,Thyroid hormone receptor beta,Thyroid hormone receptor beta-1 agonist,AGONIST,CHEMBL1947,1,direct
REVEFENACIN,YUPELRI,Other/Unclassified,OTHER,chemical,CHEMBL3833319,CHRM3,Muscarinic acetylcholine receptor M3,Muscarinic acetylcholine receptor M3 antagonist,ANTAGONIST,CHEMBL245,1,direct
REVUMENIB CITRATE,REVUFORJ,Other/Unclassified,OTHER,chemical,CHEMBL6068395,MEN1,Menin,Menin inhibitor,INHIBITOR,CHEMBL1615381,1,direct
REZAFUNGIN ACETATE,REZZAYO,Other/Unclassified,OTHER,chemical,CHEMBL3989928,,Candida,Candida inhibitor,INHIBITOR,CHEMBL612867,1,direct
RIBAVIRIN,RIBAVIRIN,Other/Unclassified,OTHER,chemical,CHEMBL1643,IMPDH1 | NS5b,Inosine-5'-monophosphate dehydrogenase 1 | RNA-directed RNA polymerase | RNA,Inosine-5'-monophosphate dehydrogenase 1 inhibitor; RNA-directed RNA polymerase inhibitor; RNA inhibitor,INHIBITOR,CHEMBL1822; CHEMBL4296320; CHEMBL2363073,3,direct
RIBOCICLIB SUCCINATE,KISQALI,Oncology,LONG-TERM,chemical,CHEMBL3707266,CDK4 | CDK6,Cyclin-dependent kinase 4 | Cyclin-dependent kinase 6,Cyclin-dependent kinase 4 inhibitor; Cyclin-dependent kinase 6 inhibitor,INHIBITOR,CHEMBL331; CHEMBL2508,2,direct
RIBOFLAVIN 5'-PHOSPHATE SODIUM,EPIOXA HD/EPIOXA KIT | PHOTREXA VISCOUS IN DEXTRAN 20%/PHOTREXA,Metabolic,CHRONIC,chemical,CHEMBL3989697,,,Unknown,,,0,direct
RIFABUTIN,MYCOBUTIN | RIFABUTIN,Infectious,SHORT,chemical,CHEMBL444633,"rpoB, rpoA, rpoC, rpoZ",Bacterial DNA-directed RNA polymerase,Bacterial DNA-directed RNA polymerase inhibitor,INHIBITOR,CHEMBL2364672,1,direct
RIFAMPIN,RIFADIN | RIFAMPIN | RIMACTANE,Infectious,SHORT,chemical,CHEMBL374478,"rpoB, rpoA, rpoC, rpoZ",Bacterial DNA-directed RNA polymerase,Bacterial DNA-directed RNA polymerase inhibitor,INHIBITOR,CHEMBL2364672,1,direct
RIFAPENTINE,PRIFTIN,Other/Unclassified,OTHER,chemical,CHEMBL1660,"rpoB, rpoA, rpoC, rpoZ",Bacterial DNA-directed RNA polymerase,Bacterial DNA-directed RNA polymerase inhibitor,INHIBITOR,CHEMBL2364672,1,direct
RIFAXIMIN,RIFAXIMIN | XIFAXAN,Other/Unclassified,OTHER,chemical,CHEMBL1617,"rpoB, rpoA, rpoC, rpoZ",Bacterial DNA-directed RNA polymerase,Bacterial DNA-directed RNA polymerase inhibitor,INHIBITOR,CHEMBL2364672,1,direct
RILPIVIRINE HYDROCHLORIDE,EDURANT | EDURANT PED | RILPIVIRINE HYDROCHLORIDE,Infectious,CHRONIC,chemical,CHEMBL1628504,pol,Human immunodeficiency virus type 1 reverse transcriptase,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,INHIBITOR,CHEMBL247,1,direct
RILUZOLE,RILUZOLE | TIGLUTIK KIT,Neurology,LONG-TERM,chemical,CHEMBL744,"SCN1A, SCN5A, SCN4A, SCN7A, SCN2A, SCN9A, SCN3A, SCN11A, SCN8A, SCN10A",Sodium channel alpha subunit,Sodium channel alpha subunit blocker,BLOCKER,CHEMBL2331043,1,direct
RILZABRUTINIB,WAYRILZ,Oncology,LONG-TERM,mixture,CHEMBL3702854,BTK,Tyrosine-protein kinase BTK,Tyrosine-protein kinase BTK inhibitor,INHIBITOR,CHEMBL5251,1,direct
RIMANTADINE HYDROCHLORIDE,RIMANTADINE HYDROCHLORIDE,Infectious,SHORT,chemical,CHEMBL535396,M,Matrix protein 2,Influenza virus A matrix protein M2 inhibitor,INHIBITOR,CHEMBL2052,1,direct
RIMEGEPANT SULFATE,NURTEC ODT,Other/Unclassified,OTHER,chemical,CHEMBL2364629,CALCRL,Calcitonin gene-related peptide type 1 receptor,Calcitonin gene-related peptide type 1 receptor antagonist,ANTAGONIST,CHEMBL3798,1,direct
RIOCIGUAT,ADEMPAS | RIOCIGUAT,Cardiovascular,CHRONIC,chemical,CHEMBL2107834,"GUCY1B1, GUCY1B2, GUCY1A2, GUCY1A1",Soluble guanylate cyclase,Soluble guanylate cyclase positive allosteric modulator,POSITIVE ALLOSTERIC MODULATOR,CHEMBL2111348,1,direct
RIPRETINIB,QINLOCK,Oncology,LONG-TERM,chemical,CHEMBL4216467,KIT | PDGFRA,Mast/stem cell growth factor receptor Kit | Platelet-derived growth factor receptor alpha,Stem cell growth factor receptor inhibitor; Platelet-derived growth factor receptor alpha inhibitor,INHIBITOR,CHEMBL1936; CHEMBL2007,2,direct
RISDIPLAM,EVRYSDI,Other/Unclassified,OTHER,chemical,CHEMBL4297528,,SMN2 pre-mRNA,SMN2 pre-mRNA positive modulator,POSITIVE MODULATOR,CHEMBL3826841,1,direct
RISEDRONATE SODIUM,ACTONEL | ATELVIA | RISEDRONATE SODIUM,Metabolic,CHRONIC,chemical,CHEMBL1654,FDPS,Farnesyl pyrophosphate synthase,Farnesyl diphosphate synthase inhibitor,INHIBITOR,CHEMBL1782,1,direct
