Ingredient,Trade_Name(s),Substance_Class,UNII,Disease_Category,Duration_Class,NDA_Count,ANDA_Count,Generic_Competitor_Count,Earliest_Approval,Medicaid_Total_Reimbursed_2023_USD,Medicaid_Total_Reimbursed_2023_USD_M,Medicaid_Total_Prescriptions_2023,Medicaid_Total_Units_2023,NADAC_Avg_Per_Unit_2024_USD,Medicaid_Matched_Product_Names
RUXOLITINIB PHOSPHATE,JAKAFI | JAKAFI XR | OPZELURA,chemical,436LRU32H5,Oncology,LONG-TERM,3,0,0,2011-11-16,447862056.91,447.86,104817,6450650,32.8160,JAKAFI | JAKAFI 10 | JAKAFI 15 | JAKAFI 20 | JAKAFI 25
SACUBITRIL; VALSARTAN,ENTRESTO | ENTRESTO SPRINKLE | SACUBITRIL AND VALSARTAN,chemical,17ERJ0MKGI | 80M03YXJ7I,Cardiovascular,CHRONIC,2,14,42,2015-07-07,1113445463.82,1113.45,1434477,104470802,11.0032,ENTRESTO | ENTRESTO 2 | ENTRESTO 4 | ENTRESTO 9 | ENTRESTO F
SAFINAMIDE MESYLATE,SAFINAMIDE MESYLATE | XADAGO,chemical,YS90V3DTX0,Other/Unclassified,OTHER,1,3,6,2017-03-21,263822.84,0.26,185,6862,36.5493,XADAGO | XADAGO 100 | XADAGO TAB
SALMETEROL XINAFOATE,SEREVENT,chemical,6EW8Q962A5,Other/Unclassified,OTHER,1,0,0,1997-09-19,25510662.01,25.51,57134,3707785,6.7652,SEREVENT D
SAPROPTERIN DIHYDROCHLORIDE,KUVAN | SAPROPTERIN DIHYDROCHLORIDE | ZELVYSIA,chemical,RG277LF5B3,Metabolic,CHRONIC,2,13,17,2007-12-13,49635104.02,49.64,6581,689874,,KUVAN | KUVAN 100 | KUVAN 500 | KUVAN POWD
SARECYCLINE HYDROCHLORIDE,SEYSARA,chemical,36718856JR,Infectious,SHORT,1,0,0,2018-10-01,,,,,,
SAXAGLIPTIN HYDROCHLORIDE,SAXAGLIPTIN,chemical,Z8J84YIX6L,Metabolic,CHRONIC,0,3,6,2023-07-31,,,,,4.7696,
SCOPOLAMINE,SCOPOLAMINE | TRANSDERM SCOP,chemical,DL48G20X8X,Neurology,PERIODIC,1,7,7,2015-01-30,,,,,5.3453,
SEBETRALSTAT,EKTERLY,chemical,O5ZD2TU2B7,Other/Unclassified,OTHER,1,0,0,2025-07-03,,,,,,
SECNIDAZOLE,SOLOSEC,chemical,R3459K699K,Other/Unclassified,OTHER,1,0,0,2017-09-15,1571159.17,1.57,5507,8062,271.4792,SOLOSEC | SOLOSEC 2
SECRETIN SYNTHETIC HUMAN,CHIRHOSTIM,protein,A0426J905J,Other/Unclassified,OTHER,1,0,0,2004-04-09,,,,,,
SELADELPAR LYSINE,LIVDELZI,chemical,N1429130KR,Other/Unclassified,OTHER,1,0,0,2024-08-14,,,,,,
SELEGILINE,EMSAM,chemical,2K1V7GP655,Neurology,CHRONIC,1,0,0,2006-02-27,6944503.71,6.94,8581,481795,41.4470,EMSAM | EMSAM  SEL | EMSAM (SEL | EMSAM 12 M | EMSAM 6 MG
SELEGILINE HYDROCHLORIDE,SELEGILINE HYDROCHLORIDE | ZELAPAR,chemical,6W731X367Q,Neurology,CHRONIC,1,5,5,1997-04-01,54123.58,0.05,12,600,,ZELAPAR | ZELAPAR OD
SELENIOUS ACID,SELENIOUS ACID,chemical,F6A27P4Q4R,Other/Unclassified,OTHER,1,5,7,2019-04-30,21757256.01,21.76,52291,385600,,SELENIOUS
SELENIUM SULFIDE,SELENIUM SULFIDE,chemical,Z69D9E381Q,Other/Unclassified,OTHER,0,1,1,1991-01-10,4400273.99,4.40,151624,22272199,0.1370,SELENIUM S
SELEXIPAG,SELEXIPAG | UPTRAVI,chemical,5EXC0E384L,Cardiovascular,CHRONIC,2,2,14,2015-12-21,410927356.43,410.93,18976,1330257,,"UPTRAVI | UPTRAVI  S | UPTRAVI (S | UPTRAVI 1, | UPTRAVI 20"
SELINEXOR,XPOVIO,chemical,31TZ62FO8F,Other/Unclassified,OTHER,1,0,0,2019-07-03,503005.68,0.50,38,296,,XPOVIO | XPOVIO 100 | XPOVIO 40 | XPOVIO 60 | XPOVIO 80
SELPERCATINIB,RETEVMO,chemical,CEGM9YBNGD,Oncology,LONG-TERM,2,0,0,2020-05-08,14910658.43,14.91,814,93532,,RETEVMO | RETEVMO 40 | RETEVMO 80
SELUMETINIB SULFATE,KOSELUGO,chemical,807ME4B7IJ,Oncology,LONG-TERM,2,0,0,2020-04-10,111720233.10,111.72,8148,893886,,KOSELUGO | KOSELUGO 1 | KOSELUGO 2 | KOSELUGO C
SEMAGLUTIDE,OZEMPIC | RYBELSUS | WEGOVY | WEGOVY HD,protein,53AXN4NNHX,Metabolic,CHRONIC,4,0,0,2019-04-09,5795270521.27,5795.27,5447604,33568803,372.3209,OZEMPIC | OZEMPIC 0. | OZEMPIC 1 | OZEMPIC 1M | OZEMPIC 2
SEPIAPTERIN,SEPHIENCE,chemical,CJQ26KO7HP,Other/Unclassified,OTHER,1,0,0,2025-07-28,,,,,,
SERTACONAZOLE NITRATE,ERTACZO,chemical,1DV05410M5,Infectious,SHORT,1,0,0,2003-12-10,4002579.86,4.00,4363,272340,,ERTACZO | ERTACZO 2% | ERTACZO CR
SERTRALINE HYDROCHLORIDE,SERTRALINE HYDROCHLORIDE | ZOLOFT,chemical,UTI8907Y6X,Psychiatric,CHRONIC,3,20,50,1991-12-30,224424771.36,224.42,19927575,910724485,5.7044,SERTRALINE | ZOLOFT | ZOLOFT  SE | ZOLOFT (SE | ZOLOFT 100
SETMELANOTIDE ACETATE,IMCIVREE,chemical,224I1W20I7,Other/Unclassified,OTHER,1,0,0,2020-11-25,72758733.35,72.76,2770,22073,,IMCIVREE | IMCIVREE ( | IMCIVREE 1
SEVABERTINIB,HYRNUO,chemical,2A7VPM5RWH,Oncology,LONG-TERM,1,0,0,2025-11-19,,,,,,
SEVELAMER CARBONATE,RENVELA | SEVELAMER CARBONATE,polymer,9YCX42I8IU,Metabolic,CHRONIC,2,19,25,2007-10-19,106776101.24,106.78,285414,59169450,6.3719,RENVELA | RENVELA 0. | RENVELA 2. | RENVELA 80 | RENVELA PO
SEVELAMER HYDROCHLORIDE,RENAGEL | SEVELAMER HYDROCHLORIDE,polymer,GLS2PGI8QG,Metabolic,CHRONIC,1,5,9,2000-07-12,581150.92,0.58,437,77800,,RENAGEL | RENAGEL 80
SEVOFLURANE,SEVOFLURANE | SOJOURN | ULTANE,chemical,38LVP0K73A,Other/Unclassified,OTHER,1,5,5,1995-06-07,358882.41,0.36,9146,153363,,SOJOURN | ULTANE | ULTANE  SE | ULTANE (SE | ULTANE 250
SILDENAFIL CITRATE,REVATIO | SILDENAFIL CITRATE | VIAGRA | VYBRIQUE,chemical,BW9B0ZE037,Cardiovascular,CHRONIC,4,38,70,1998-03-27,122230109.71,122.23,173250,15256092,24.7374,REVATIO | REVATIO  S | REVATIO (S | REVATIO 10 | REVATIO 20
SILODOSIN,SILODOSIN,chemical,CUZ39LUY82,Metabolic,CHRONIC,0,10,20,2017-03-31,548823.46,0.55,13552,515276,0.4471,SILODOSIN
SILVER SULFADIAZINE,SILVADENE | SSD | THERMAZENE,chemical,W46JY43EJR,Other/Unclassified,OTHER,3,0,0,1982-02-25,4383865.73,4.38,259954,28487644,0.1161,SILVADENE | SILVER NIT | SILVER SUL | SSD | SSD 1% CRE
SIMVASTATIN,FLOLIPID | SIMVASTATIN | ZOCOR,chemical,AGG2FN16EV,Metabolic,CHRONIC,2,11,54,1991-12-23,,,,,2.5799,ZOCOR | ZOCOR 10 M | ZOCOR 10MG | ZOCOR 20 M | ZOCOR 20MG
SINCALIDE,KINEVAC | SINCALIDE,chemical,M03GIQ7Z6P,Other/Unclassified,OTHER,2,0,0,2022-11-22,122700.80,0.12,563,553,,SINCALIDE
SINECATECHINS,VEREGEN,mixture,T432289GYZ,Other/Unclassified,OTHER,1,0,0,2006-10-31,518657.84,0.52,329,10020,51.0197,VEREGEN | VEREGEN  S | VEREGEN (S | VEREGEN 15 | VEREGEN OI
SIPONIMOD,MAYZENT,chemical,RR6P8L282I,Neurology,CHRONIC,1,0,0,2019-03-26,33874274.39,33.87,3581,114619,,MAYZENT | MAYZENT 0. | MAYZENT 1 | MAYZENT 2 | MAYZENT FC
SIROLIMUS,FYARRO | HYFTOR | RAPAMUNE | SIROLIMUS,chemical,W36ZG6FT64,Autoimmune,CHRONIC,4,10,17,1999-09-15,73416389.49,73.42,98216,6381497,20.5721,FYARRO | FYARRO 100 | HYFTOR | HYFTOR 0.2 | RAPAMUNE
SITAGLIPTIN,ZITUVIO,chemical,QFP0P1DV7Z,Metabolic,CHRONIC,1,0,0,2023-10-18,,,,,,
SITAGLIPTIN HYDROCHLORIDE,BRYNOVIN,chemical,IEL0A0OS7E,Metabolic,CHRONIC,1,0,0,2025-01-16,,,,,,
SITAGLIPTIN PHOSPHATE,JANUVIA | SITAGLIPTIN PHOSPHATE,chemical,TS63EW8X6F,Metabolic,CHRONIC,1,3,9,2006-10-16,1387994528.82,1387.99,1889838,78442333,18.3302,JANUVIA | JANUVIA 10 | JANUVIA 25 | JANUVIA 50 | JANUVIA TA
SODIUM ACETATE,SODIUM ACETATE,chemical,4550K0SC9B,Other,SHORT,1,6,15,1983-05-04,1182981947.23,1182.98,6163539,5077373298,0.1293,SODIUM ACE | SODIUM BIC | SODIUM CAR | SODIUM CHL | SODIUM CIT
SODIUM BENZOATE; SODIUM PHENYLACETATE,SODIUM PHENYLACETATE AND SODIUM BENZOATE,chemical,OJ245FE5EU | 48N6U1781G,Other/Unclassified,OTHER,1,4,4,2016-02-24,,,,,,
SODIUM BICARBONATE,SODIUM BICARBONATE,chemical,8MDF5V39QO,Metabolic,CHRONIC,0,14,21,2016-03-04,,,,,0.1683,
SODIUM CHLORIDE,BACTERIOSTATIC SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER | SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER | SODIUM CHLORIDE 0.9% | SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER | SODIUM CHLORIDE 0.9% IN STERILE PLASTIC CONTAINER | SODIUM CHLORIDE 14.6% | SODIUM CHLORIDE 23.4% | SODIUM CHLORIDE 3% IN PLASTIC CONTAINER | SODIUM CHLORIDE 5% IN PLASTIC CONTAINER,chemical,451W47IQ8X,Other,SHORT,22,17,28,1982-10-29,,,,,0.6520,
SODIUM FERRIC GLUCONATE COMPLEX,FERRLECIT | SODIUM FERRIC GLUCONATE COMPLEX IN SUCROSE,chemical,CC9149U2QX,Metabolic,CHRONIC,1,1,1,1999-02-18,44702893.65,44.70,71679,638170,,FERRLECIT
SODIUM FLUORIDE F-18,SODIUM FLUORIDE F-18,chemical,9L75099X6R,Other,SHORT,0,15,15,2013-06-28,,,,,,
SODIUM IODIDE I-123,SODIUM IODIDE I 123,chemical,29UKX3A616,Other/Unclassified,OTHER,1,2,2,1982-05-27,,,,,,
SODIUM IODIDE I-131,HICON | SODIUM IODIDE I 131,chemical,29VCO8ACHH,Other/Unclassified,OTHER,1,1,1,2005-05-19,,,,,,
SODIUM NITRITE,SODIUM NITRITE,chemical,M0KG633D4F,Other/Unclassified,OTHER,1,0,0,2012-02-14,,,,,,
SODIUM NITRITE; SODIUM THIOSULFATE,NITHIODOTE,chemical,M0KG633D4F | HX1032V43M,Other/Unclassified,OTHER,1,0,0,2011-01-14,,,,,,
SODIUM NITROPRUSSIDE,NIPRIDE RTU IN SODIUM CHLORIDE 0.9% | SODIUM NITROPRUSSIDE,chemical,EAO03PE1TC,Cardiovascular,SHORT,1,12,14,2016-12-08,,,,,,
SODIUM OXYBATE,LUMRYZ | SODIUM OXYBATE | XYREM,chemical,7G33012534,Other/Unclassified,OTHER,2,2,2,2002-07-17,127676783.47,127.68,7918,3616110,,XYREM | XYREM 500
SODIUM PHENYLBUTYRATE,OLPRUVA | PHEBURANE | SODIUM PHENYLBUTYRATE,chemical,NT6K61736T,Other/Unclassified,OTHER,2,5,5,2013-03-22,,,,,,OLPRUVA | PHEBURANE
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS; SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE",MONOBASIC SODIUM PHOSPHATE AND DIBASIC SODIUM PHOSPHATE,chemical,22ADO53M6F | 593YOG76RN,GI,SHORT,0,1,1,2011-12-30,,,,,,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE; SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE",SODIUM PHOSPHATES | SODIUM PHOSPHATES IN PLASTIC CONTAINER,chemical,70WT22SF4B | 593YOG76RN,GI,SHORT,1,3,9,1983-05-10,,,,,,
SODIUM POLYSTYRENE SULFONATE,KALEXATE | KIONEX | SODIUM POLYSTYRENE SULFONATE | SPS,polymer,1699G8679Z,Metabolic,CHRONIC,0,11,13,1982-12-08,4537213.95,4.54,31397,11848657,0.4095,KIONEX | KIONEX SOD | SPS | SPS 15 GM/ | SPS 30 GM/
SODIUM TETRADECYL SULFATE,SODIUM TETRADECYL SULFATE | SOTRADECOL,chemical,Q1SUG5KBD6,Other/Unclassified,OTHER,0,2,3,2004-11-12,151413.56,0.15,380,516,,SOTRADECOL
SODIUM THIOSULFATE,PEDMARK | SODIUM THIOSULFATE,chemical,HX1032V43M,Other/Unclassified,OTHER,2,0,0,2012-02-14,,,,,,PEDMARK 12
SODIUM ZIRCONIUM CYCLOSILICATE,LOKELMA,chemical,D652ZWF066,Metabolic,CHRONIC,1,0,0,2018-05-18,57548615.47,57.55,89274,2287426,26.1990,LOKELMA | LOKELMA 10 | LOKELMA 5 | LOKELMA 5G
SOFOSBUVIR,SOVALDI,chemical,WJ6CA3ZU8B,Infectious,SHORT,2,0,0,2013-12-06,833469425.72,833.47,104528,3017694,,SOFOSBUVIR | SOVALDI | SOVALDI 40
SOFOSBUVIR; VELPATASVIR,EPCLUSA,chemical,WJ6CA3ZU8B | KCU0C7RS7Z,Infectious,SHORT,2,0,0,2016-06-28,254139140.72,254.14,10793,302837,862.5135,EPCLUSA | EPCLUSA  4 | EPCLUSA 15 | EPCLUSA 20 | EPCLUSA 40
SOFOSBUVIR; VELPATASVIR; VOXILAPREVIR,VOSEVI,chemical,WJ6CA3ZU8B | KCU0C7RS7Z | 0570F37359,Infectious,SHORT,1,0,0,2017-07-18,75894720.63,75.89,3130,87594,858.6884,VOSEVI | VOSEVI 400
SOFPIRONIUM BROMIDE,SOFDRA,chemical,7B2Y1932XU,Other/Unclassified,OTHER,1,0,0,2024-06-18,,,,,,
SOLIFENACIN SUCCINATE,SOLIFENACIN SUCCINATE,chemical,KKA5DLD701,Neurology,CHRONIC,0,18,36,2014-04-02,,,,,0.1661,
SOLRIAMFETOL HYDROCHLORIDE,SUNOSI,chemical,K7RO88SP7A,Psychiatric,CHRONIC,1,0,0,2019-06-17,20815509.62,20.82,24932,791401,27.8630,SUNOSI | SUNOSI  SO | SUNOSI (SO | SUNOSI 150 | SUNOSI 75
SONIDEGIB PHOSPHATE,ODOMZO,chemical,W421AI34UW,Oncology,LONG-TERM,1,0,0,2015-07-24,4428506.24,4.43,398,10373,,ODOMZO | ODOMZO 200
SONROTOCLAX,BEQALZI,chemical,30R67U9KYS,Other/Unclassified,OTHER,1,0,0,2026-05-13,,,,,,
SORAFENIB TOSYLATE,NEXAVAR | SORAFENIB TOSYLATE,chemical,5T62Q3B36J,Oncology,LONG-TERM,1,5,5,2005-12-20,19280781.13,19.28,2199,140112,,NEXAVAR | NEXAVAR 20 | SORAFENIB
SORBITOL,SORBITOL 3% IN PLASTIC CONTAINER | SORBITOL 3.3% IN PLASTIC CONTAINER,chemical,506T60A25R,Other/Unclassified,OTHER,2,0,0,,7531.27,0.01,599,213152,,SORBITOL | SORBITOL 3 | SORBITOL 7
SOTAGLIFLOZIN,INPEFA,chemical,6B4ZBS263Y,Metabolic,CHRONIC,1,0,0,2023-05-26,117162.45,0.12,126,6000,19.7235,INPEFA | INPEFA 200
SOTALOL HYDROCHLORIDE,BETAPACE | BETAPACE AF | SORINE | SOTALOL HYDROCHLORIDE | SOTYLIZE,chemical,HEC37C70XX,Cardiovascular,CHRONIC,4,9,31,1992-10-30,5870839.81,5.87,126876,12202806,0.2842,BETAPACE | BETAPACE 8 | BETAPACE A | SORINE | SORINE 120
SOTORASIB,LUMAKRAS,chemical,2B2VM6UC8G,Other/Unclassified,OTHER,1,0,0,2021-05-28,25702048.99,25.70,1459,288136,,LUMAKRAS | LUMAKRAS ( | LUMAKRAS 1 | LUMAKRAS 3
SOYBEAN OIL,INTRALIPID 20% | INTRALIPID 30% | NUTRILIPID 20%,structurallyDiverse,241ATL177A,Other/Unclassified,OTHER,4,0,0,1993-05-28,,,,,,
SPARSENTAN,FILSPARI,chemical,9242RO5URM,Other/Unclassified,OTHER,1,0,0,2023-02-17,4298580.04,4.30,440,14532,,FILSPARI | FILSPARI 2 | FILSPARI 4 | FILSPARI O
SPINOSAD,NATROBA,mixture,XPA88EAP6V,Other/Unclassified,OTHER,1,0,0,2011-01-18,117296920.27,117.30,436387,53912258,2.2079,NATROBA | NATROBA  S | NATROBA (S | NATROBA 0. | SPINOSAD
SPIRONOLACTONE,ALDACTONE | CAROSPIR | SPIRONOLACTONE,chemical,27O7W4T232,Cardiovascular,CHRONIC,2,12,32,1982-12-30,13374583.30,13.37,28852,3821516,1.1799,ALDACTONE | CAROSPIR | CAROSPIR 2 | CAROSPIR 5
STERILE WATER FOR INJECTION,BACTERIOSTATIC WATER FOR INJECTION IN PLASTIC CONTAINER | STERILE WATER FOR INJECTION | STERILE WATER FOR INJECTION IN PLASTIC CONTAINER,concept,,Other,SHORT,6,8,15,1982-06-30,84061006.41,84.06,357364,499181654,,STERILE DI | STERILE EM | STERILE EY | STERILE PA | STERILE VA
STERILE WATER FOR IRRIGATION,STERILE WATER | STERILE WATER FOR IRRIGATION | STERILE WATER IN PLASTIC CONTAINER,concept,,Other,SHORT,5,1,1,2024-08-12,,,,,,
STIRIPENTOL,DIACOMIT,chemical,R02XOT8V8I,Neurology,CHRONIC,2,0,0,2018-08-20,20928753.22,20.93,5354,550445,,DIACOMIT | DIACOMIT 2 | DIACOMIT 5
STREPTOMYCIN SULFATE,STREPTOMYCIN SULFATE,chemical,CW25IKJ202,Infectious,SHORT,0,1,1,1998-06-30,,,,,,
STRONTIUM CHLORIDE SR-89,METASTRON | STRONTIUM CHLORIDE SR-89,chemical,5R78837D4A,Other,SHORT,1,1,1,1993-06-18,,,,,,
SUCCIMER,CHEMET,chemical,DX1U2629QE,Other/Unclassified,OTHER,1,0,0,1991-01-30,771059.29,0.77,493,32852,,CHEMET | CHEMET 100
SUCCINYLCHOLINE CHLORIDE,ANECTINE | QUELICIN | SUCCINYLCHOLINE CHLORIDE,chemical,I9L0DDD30I,Other,SHORT,2,21,21,2018-05-04,11249581.03,11.25,27214,182429,,ANECTINE | ANECTINE ( | ANECTINE 2 | ANECTINE I | QUELICIN
SUCRALFATE,CARAFATE | SUCRALFATE,chemical,XX73205DH5,GI,PERIODIC,2,13,13,1993-12-16,128453159.67,128.45,1742502,367371590,1.4143,CARAFATE | CARAFATE 1 | CARAFATE S | SUCRALFATE
SUFENTANIL CITRATE,SUFENTA PRESERVATIVE FREE | SUFENTANIL CITRATE,chemical,S9ZFX8403R,Other/Unclassified,OTHER,1,1,1,1984-05-04,,,,,,SUFENTANIL
SUGAMMADEX SODIUM,BRIDION | SUGAMMADEX SODIUM,chemical,ERJ6X2MXV7,Other/Unclassified,OTHER,1,3,5,2015-12-15,71818339.22,71.82,91868,208395,,BRIDION | BRIDION 10 | BRIDION 20 | BRIDION 50
SULCONAZOLE NITRATE,EXELDERM,chemical,1T89100D5U,Infectious,SHORT,2,0,0,1985-08-30,71338.57,0.07,141,5400,,EXELDERM | EXELDERM 1
SULFACETAMIDE SODIUM,KLARON | SULFACETAMIDE SODIUM,chemical,4NRT660KJQ,Other/Unclassified,OTHER,1,4,4,1988-10-18,,,,,1.2146,KLARON 10%
SULFADIAZINE,SULFADIAZINE,chemical,0N7609K889,Other/Unclassified,OTHER,0,1,1,1994-07-29,,,,,,
SULFAMETHOXAZOLE; TRIMETHOPRIM,BACTRIM | BACTRIM DS | SULFAMETHOXAZOLE AND TRIMETHOPRIM | SULFATRIM PEDIATRIC,chemical,JE42381TNV | AN164J8Y0X,Infectious,SHORT,2,13,19,1983-01-07,374.69,0.00,25,67,0.0521,BACTRIM 40 | BACTRIM DS | BACTRIM TA
SULFASALAZINE,AZULFIDINE | AZULFIDINE EN-TABS | SULFASALAZINE,chemical,3XC8GUZ6CB,GI,CHRONIC,1,5,5,1983-04-06,1597.50,0.00,22,5280,0.2127,AZULFIDINE
SULFUR HEXAFLUORIDE LIPID-TYPE A MICROSPHERES,LUMASON,chemical,WS7LR3I1D6,Other/Unclassified,OTHER,1,0,0,2014-10-15,,,,,,
SULINDAC,SULINDAC,chemical,184SNS8VUH,Pain,PERIODIC,0,5,6,1990-04-03,2486204.99,2.49,156367,7168449,0.1660,SULINDAC | SULINDAC 1 | SULINDAC 2 | SULINDAC T
SUMATRIPTAN,IMITREX | SUMATRIPTAN | TOSYMRA,chemical,8R78F6L9VO,Neurology,PERIODIC,2,4,6,1997-08-26,689870.99,0.69,1037,2452,55.0865,TOSYMRA | TOSYMRA 10 | TOSYMRA NA | TOSYMRA SP
SUMATRIPTAN SUCCINATE,IMITREX | IMITREX STATDOSE | ONZETRA XSAIL | SUMATRIPTAN SUCCINATE | ZEMBRACE SYMTOUCH,chemical,J8BDZ68989,Neurology,PERIODIC,4,19,36,1995-06-01,19182637.23,19.18,28052,167817,229.6592,IMITREX | IMITREX 10 | IMITREX 20 | IMITREX 25 | IMITREX 4
SUNITINIB MALATE,SUNITINIB MALATE | SUTENT,chemical,LVX8N1UT73,Oncology,LONG-TERM,1,8,32,2006-01-26,4982683.96,4.98,439,10983,335.7351,SUNITINIB | SUTENT | SUTENT  SU | SUTENT (SU | SUTENT 12.
SUNVOZERTINIB,ZEGFROVY,chemical,L1Q2K5JYO8,Oncology,LONG-TERM,1,0,0,2025-07-02,,,,,,
SUVOREXANT,BELSOMRA,chemical,081L192FO9,Other/Unclassified,OTHER,1,0,0,2014-08-13,39596151.48,39.60,97924,2897236,14.1938,BELSOMRA | BELSOMRA 1 | BELSOMRA 2 | BELSOMRA 5 | BELSOMRA T
SUZETRIGINE,JOURNAVX,chemical,LOG73M21H5,Other/Unclassified,OTHER,1,0,0,2025-01-30,,,,,,
TACROLIMUS,ASTAGRAF XL | ENVARSUS XR | PROGRAF | PROTOPIC | TACROLIMUS,chemical,WM0HAQ4WNM,Autoimmune,CHRONIC,6,17,44,1994-04-08,135828860.27,135.83,1391547,146904291,5.0544,PROGRAF | PROGRAF 0. | PROGRAF 1 | PROGRAF 1M | PROGRAF 5
TADALAFIL,ADCIRCA | ALYQ | CIALIS | TADALAFIL | TADLIQ,chemical,742SXX0ICT,Cardiovascular,CHRONIC,3,38,116,2003-11-21,40196509.27,40.20,119590,5673625,15.9647,ADCIRCA | ADCIRCA  T | ADCIRCA (T | ADCIRCA 20 | ALYQ
TAFAMIDIS,VYNDAMAX,chemical,8FG9H9D31J,Other/Unclassified,OTHER,1,0,0,2019-05-03,31107520.92,31.11,1421,45630,,VYNDAMAX | VYNDAMAX 6
TAFENOQUINE SUCCINATE,ARAKODA | KRINTAFEL,chemical,DL5J0B8VSS,Other/Unclassified,OTHER,2,0,0,2018-07-20,7488.32,0.01,34,476,,KRINTAFEL
TAFLUPROST,TAFLUPROST | ZIOPTAN,chemical,1O6WQ6T7G3,Ophthalmology,CHRONIC,1,3,3,2012-02-10,1508996.35,1.51,7256,139668,5.9429,TAFLUPROST | ZIOPTAN | ZIOPTAN  T | ZIOPTAN (T | ZIOPTAN 0.
TALAZOPARIB TOSYLATE,TALZENNA,chemical,02WK9U5NZC,Oncology,LONG-TERM,1,0,0,2024-03-07,2826559.09,2.83,176,5466,,TALZENNA | TALZENNA ( | TALZENNA 0 | TALZENNA 1
TALC,SCLEROSOL | STERITALC | TALC,chemical,7SEV7J4R1U,Other/Unclassified,OTHER,3,0,0,1997-12-24,,,,,,
TALETRECTINIB ADIPATE,IBTROZI,chemical,6KLL51GNBG,Other/Unclassified,OTHER,1,0,0,2025-06-11,,,,,,
TAMOXIFEN CITRATE,SOLTAMOX | TAMOXIFEN CITRATE,chemical,7FRV7310N6,Oncology,LONG-TERM,1,5,10,2003-02-20,5841103.92,5.84,290090,12058496,1.5974,SOLTAMOX | SOLTAMOX ( | SOLTAMOX 2 | TAMOXIFEN
TAMSULOSIN HYDROCHLORIDE,TAMSULOSIN HYDROCHLORIDE,chemical,11SV1951MR,Metabolic,CHRONIC,0,12,12,2010-03-02,50659086.73,50.66,4556139,204407513,0.0466,TAMSULOSIN
TAPENTADOL HYDROCHLORIDE,NUCYNTA | NUCYNTA ER | TAPENTADOL HYDROCHLORIDE,chemical,71204KII53,Pain,PERIODIC,2,2,4,2008-11-20,35957131.54,35.96,39405,2831938,20.7209,NUCYNTA | NUCYNTA 10 | NUCYNTA 50 | NUCYNTA 75 | NUCYNTA ER
TAPINAROF,VTAMA,chemical,84HW7D0V04,Dermatology,CHRONIC,1,0,0,2022-05-23,33662821.29,33.66,22522,1516038,23.1050,VTAMA | VTAMA  TAP | VTAMA (TAP | VTAMA 1% C
TASIMELTEON,HETLIOZ | HETLIOZ LQ | TASIMELTEON,chemical,SHS4PU80D9,Other/Unclassified,OTHER,2,3,3,2014-01-31,38928397.14,38.93,1727,81996,608.5590,HETLIOZ | HETLIOZ 20 | HETLIOZ LQ
TAVABOROLE,TAVABOROLE,chemical,K124A4EUQ3,Other/Unclassified,OTHER,0,4,4,2020-10-13,3792389.61,3.79,21143,211359,3.2720,TAVABOROLE
TAZAROTENE,ARAZLO | AVAGE | FABIOR | TAZAROTENE | TAZORAC,chemical,81BDR9Y8PS,Dermatology,CHRONIC,4,8,11,1997-06-13,14407035.75,14.41,59833,2759567,8.7112,ARAZLO | ARAZLO 0.0 | ARAZLO LOT | FABIOR | FABIOR 0.1
TECHNETIUM TC-99M BICISATE KIT,NEUROLITE,chemical,H25WJA31XE,Other,SHORT,1,0,0,1994-11-23,,,,,,NEUROLITE
TECHNETIUM TC-99M EXAMETAZIME KIT,CERETEC | DRAX EXAMETAZIME,concept,,Other,SHORT,2,0,0,1988-12-30,,,,,,
TECHNETIUM TC-99M LABELED CARBON,TECHNEGAS KIT,chemical,556Q0P6PB1,Other,SHORT,1,0,0,2023-09-29,,,,,,
TECHNETIUM TC-99M MEBROFENIN KIT,CHOLETEC | TECHNETIUM TC-99M MEBROFENIN,concept,,Other,SHORT,1,1,1,1987-01-21,,,,,,
TECHNETIUM TC-99M MEDRONATE,DRAXIMAGE MDP-25,chemical,X89XV46R07,Other,SHORT,1,0,0,2004-02-27,,,,,,
TECHNETIUM TC-99M MEDRONATE KIT,CIS-MDP | TECHNETIUM TC-99M MEDRONATE KIT,chemical,X89XV46R07,Other,SHORT,2,0,0,,,,,,,
TECHNETIUM TC-99M MERTIATIDE KIT,TECHNESCAN MAG3 | TECHNETIUM TC 99M MERTIATIDE KIT | TECHNETIUM TC99M MERTIATIDE KIT,concept,,Other,SHORT,2,2,2,1990-06-15,,,,,,
TECHNETIUM TC-99M OXIDRONATE KIT,TECHNESCAN HDP,concept,,Other,SHORT,1,0,0,,,,,,,
TECHNETIUM TC-99M PENTETATE KIT,DRAXIMAGE DTPA | TECHNETIUM TC-99M PENTETATE KIT,concept,,Other,SHORT,1,1,1,1989-12-29,,,,,,
