Source,Record_ID,Company_Sponsor,Sponsor_Class,Country,Product_Name,Target_Disease,Disease_Area,Cell_Type,Gene_Target,Stage,Status,Start_Date,Source_URL,Notes
ClinicalTrials.gov,NCT01033552,"Masonic Cancer Center, University of Minnesota",OTHER,United States,Cyclophosphamide; Fludarabine; Anti-thymocyte globulin; Myeloablative Busulfan; Mesenchymal stem cell transplantation; Total body irradiation; Bone marrow or umbilical cord blood (UCG) stem cell transplantation,Epidermolysis Bullosa,Dermatology / Wound Healing,Cord Blood / HSC,,Phase 1/2,COMPLETED,2010-01,https://clinicaltrials.gov/study/NCT01033552,"Biochemical Correction of Severe EB by Allo HSCT and ""Off-the-shelf"" MSCs"
ClinicalTrials.gov,NCT00003401,"University of Maryland, Baltimore",OTHER,United States,carmustine; cisplatin; cyclophosphamide; dexamethasone; etoposide; gemcitabine hydrochloride; melphalan; paclitaxel; bone marrow ablation with stem cell support; peripheral blood stem cell transplantation,Multiple Myeloma and Plasma Cell Neoplasm,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 2,COMPLETED,1999-01,https://clinicaltrials.gov/study/NCT00003401,Peripheral Stem Cell Transplantation Plus Combination Chemotherapy in Treating Patients With Multiple Myeloma
ClinicalTrials.gov,NCT00048412,Baylor College of Medicine,OTHER,United States,FLUDARABINE; CAMPATH 1H; FK50; Stem Cell Collection and Infusion,Myelodysplastic Disorders; Leukemia; Multiple Myeloma; Plasma Cell Dyscrasia; Lymphoproliferative Disorders,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 1/2,COMPLETED,2000-06,https://clinicaltrials.gov/study/NCT00048412,Stem Cell Transplant for Patients With Blood Malignancy Using Donors and Less Toxic Chemotherapy With CAMPATH 1H
ClinicalTrials.gov,NCT00637767,University of Southampton,OTHER,United Kingdom,melphalan; autologous hematopoietic stem cell transplantation; yttrium Y 90 anti-CD66 monoclonal antibody BW 250/183,Multiple Myeloma and Plasma Cell Neoplasm,Oncology / Hematologic Malignancy,Cord Blood / HSC,,Phase 2,TERMINATED,2007-12-01,https://clinicaltrials.gov/study/NCT00637767,High-Dose Melphalan With or Without Radiolabeled Monoclonal Antibody in Treating Patients With Multiple Myeloma Undergoing an Autologous Stem Cell Transplant
ClinicalTrials.gov,NCT00448357,UNC Lineberger Comprehensive Cancer Center,OTHER,United States,rabbit anti-thymocyte globulin (ATG); therapeutic allogeneic lymphocytes; busulfan; fludarabine phosphate; tacrolimus; allogeneic hematopoietic stem cell transplantation; peripheral blood stem cell transplantation; methotrexate,Chronic Myeloproliferative Disorders; Leukemia; Lymphoma; Multiple Myeloma and Plasma Cell Neoplasm; Myelodysplastic Syndromes,Oncology / Hematologic Malignancy,Cord Blood / HSC,,Phase 1/2,COMPLETED,2005-10,https://clinicaltrials.gov/study/NCT00448357,Allogeneic Hematopoietic Cell Transplantation for Patients With Busulfex-based Regimen
ClinicalTrials.gov,NCT01300598,R-Bio,INDUSTRY,South Korea,Autologous Adipose Tissue derived MSCs Transplantation,Degenerative Arthritis,Other / Unclassified,Mesenchymal Stem Cell (MSC),,Phase 1/2,COMPLETED,2008-12,https://clinicaltrials.gov/study/NCT01300598,Autologous Adipose Tissue Derived Mesenchymal Stem Cells Transplantation in Patient With Degenerative Arthritis
ClinicalTrials.gov,NCT06825572,"Third Affiliated Hospital, Sun Yat-Sen University",OTHER,China,MSC-EVs,Liver Failure; Mesenchymal Stem Cell; Extracellular Vesicles,Gastrointestinal / Liver,Mesenchymal Stem Cell (MSC),,Phase 1,NOT_YET_RECRUITING,2025-04-01,https://clinicaltrials.gov/study/NCT06825572,MSC-EVs in Acute/ Acute-on-Chronic Liver Failure After Liver Transplantation
ClinicalTrials.gov,NCT04713436,Eskisehir Osmangazi University,OTHER,Turkey (Türkiye),Differentiation Markers,Stem Cells; Anti-Bacterial Agents,Other / Unclassified,Stem Cell (Unspecified Type),,Not Reported,COMPLETED,2014-01-01,https://clinicaltrials.gov/study/NCT04713436,The Effects of Antibiotic Combinations on Stem Cells
ClinicalTrials.gov,NCT00535912,French Innovative Leukemia Organisation,OTHER,,Stem cells autograft,"Leukemia, Lymphocytic, Chronic",Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 3,COMPLETED,1999-01,https://clinicaltrials.gov/study/NCT00535912,Phase III Study Treatment of CLL B and C
ClinicalTrials.gov,NCT00008307,Herbert Irving Comprehensive Cancer Center,OTHER,United States,anti-thymocyte globulin; cyclosporine; fludarabine phosphate; melphalan; methylprednisolone; mycophenolate mofetil; allogeneic bone marrow transplantation; peripheral blood stem cell transplantation; syngeneic bone marrow transplantation,Leukemia; Lymphoma; Multiple Myeloma and Plasma Cell Neoplasm; Myelodysplastic Syndromes,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 2,UNKNOWN,1998-04,https://clinicaltrials.gov/study/NCT00008307,Combination Chemotherapy Followed by Donor Bone Marrow Transplant or Peripheral Stem Cell Transplant in Treating Patients With Hematologic Cancer or Genetic Disorders
ClinicalTrials.gov,NCT01011244,"Anterogen Co., Ltd.",INDUSTRY,South Korea,ADIPOPLUS,Crohn's Fistula,Autoimmune / Inflammatory,Stem Cell (Unspecified Type),,Phase 2,COMPLETED,2010-02,https://clinicaltrials.gov/study/NCT01011244,Safety and Efficacy Study of Autologous Cultured Adipose -Derived Stem Cells for the Crohn's Fistula
ClinicalTrials.gov,NCT05018819,The Foundation for Orthopaedics and Regenerative Medicine,OTHER,Antigua and Barbuda; Greece,AlloRx,Cerebral Palsy,Neurological,Mesenchymal Stem Cell (MSC),,Phase 1,RECRUITING,2022-02-01,https://clinicaltrials.gov/study/NCT05018819,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for CP
ClinicalTrials.gov,NCT00017628,Northwestern Memorial Hospital,OTHER,United States,cyclophosphamide; filgrastim; methylprednisolone; Autologous Stem Cell Transplantation,Multiple Sclerosis,Neurological,Stem Cell (Unspecified Type),,Phase 1,COMPLETED,2001-04,https://clinicaltrials.gov/study/NCT00017628,Phase I Study of High-Dose Cyclophosphamide and Total Body Irradiation With T Lymphocyte-Depleted Autologous Peripheral Blood Stem Cell or Bone Marrow Rescue in Patients With Multiple Sclerosis
ClinicalTrials.gov,NCT07041801,"Shenzhen Beike Bio-Technology Co., Ltd.",INDUSTRY,China,hUC-MSCs treatment (low dose); hUC-MSCs treatment (medium dose); hUC-MSCs treatment (high dose); Placebo; hUC-MSCs treatment （Double dose）,Systemic Lupus Erythematosus (SLE),Autoimmune / Inflammatory,Mesenchymal Stem Cell (MSC),,Phase 1/2,RECRUITING,2025-06-28,https://clinicaltrials.gov/study/NCT07041801,Treatment of Systemic Lupus Erythematosus With Human Umbilical Cord Mesenchymal Stem Cells
ClinicalTrials.gov,NCT07495631,"Institute of Hematology & Blood Diseases Hospital, China",OTHER,China,VDCLP+V; 2VIP; Consolidation Therapy; Maintenance Therapy; Blinatumomab; Venetoclax; CNS Prophylaxis; CAR-T Cell Therapy; Hematopoietic Stem Cell Transplantation (HSCT),"Acute Lymphoblastic Leukemia, Adult",Oncology / Hematologic Malignancy,Cord Blood / HSC,CAR construct (unspecified antigen),N/A (Device/Behavioral),RECRUITING,2026-04-08,https://clinicaltrials.gov/study/NCT07495631,Pediatric-Inspired Regimen Combined With Venetoclax and Immunotherapy for Adult Ph-Negative Acute Lymphoblastic Leukemia
ClinicalTrials.gov,NCT01454765,Rambam Health Care Campus,OTHER,Israel,generation of stem cells,Induced Pluripotent Stem Cells,Other / Unclassified,Stem Cell (Unspecified Type),,Not Reported,UNKNOWN,2011-12,https://clinicaltrials.gov/study/NCT01454765,Generation of Haploid Stem Cells From Human Germ Cells
ClinicalTrials.gov,NCT04097275,CENTOGENE GmbH Rostock,INDUSTRY,Pakistan,Skin biopsy; Withdraw of blood,Inborn Errors of Metabolism,Immunodeficiency / Genetic Metabolic Disorder,iPSC (induced pluripotent),,Not Reported,UNKNOWN,2019-08-01,https://clinicaltrials.gov/study/NCT04097275,Induced Pluripotent Stem Cells for the Development of Novel Drug Therapies for Inborn Errors of Metabolism (iPSC-IEM)
ClinicalTrials.gov,NCT06512519,Peking University People's Hospital,OTHER,China,second allogeneic stem cell transplantation,Graft Failure; Stem Cell Transplant Complications,Other / Unclassified,Stem Cell (Unspecified Type),,N/A (Device/Behavioral),RECRUITING,2024-07-01,https://clinicaltrials.gov/study/NCT06512519,Second Haplo-transplantation for Graft Failure
ClinicalTrials.gov,NCT02084407,"Institut de Myologie, France",OTHER,France,"Clinical examination, skin biopsy, blood and urine sampling",DM1,Other / Unclassified,Stem Cell (Unspecified Type),,N/A (Device/Behavioral),COMPLETED,2013-11,https://clinicaltrials.gov/study/NCT02084407,Induction of Pluripotent Stem Cells From Human Fibroblasts of DM1 Patients
ClinicalTrials.gov,NCT00827099,"Northside Hospital, Inc.",OTHER,United States,anti-thymocyte globulin; fludarabine phosphate; Melphalan; mycophenolate mofetil; tacrolimus; umbilical cord blood transplantation,Myeloproliferative Disorders; Leukemia; Lymphoma; Multiple Myeloma and Plasma Cell Neoplasm; Myelodysplastic Syndromes,Oncology / Hematologic Malignancy,Cord Blood / HSC,,Phase 2,TERMINATED,2006-06,https://clinicaltrials.gov/study/NCT00827099,"Umbilical Cord Blood (UCB) Transplant, Fludarabine, Melphalan, and Anti-thymocyte Globulin (ATG) in Treating Patients With Hematologic Cancer"
ClinicalTrials.gov,NCT03043742,Michael Sekela,OTHER,United States,Bone Marrow Derived Autologous CD133+ Selected Cell Product,Chronic Ischemic Heart Disease,Cardiovascular,Stem Cell (Unspecified Type),,Phase 1,COMPLETED,2016-07-12,https://clinicaltrials.gov/study/NCT03043742,Stem Cell Heart Injections During Laser Revascularization Surgery for Treatment of Chronic Ischemic Heart Disease
ClinicalTrials.gov,NCT03500731,Paul Szabolcs,OTHER,United States,CD3/CD19 negative hematopoietic stem cells; Rituximab; Alemtuzumab; Fludarabine; Thiotepa; G-CSF; Hydroxyurea,Idiopathic Pulmonary Fibrosis; Emphysema or COPD,Respiratory,Cord Blood / HSC,,Phase 1/2,RECRUITING,2018-04-19,https://clinicaltrials.gov/study/NCT03500731,Lung and Bone Marrow Transplantation for Lung and Bone Marrow Failure
ClinicalTrials.gov,NCT00923377,National Cancer Institute (NCI),NIH,United States,,Breast Cancer,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Not Reported,COMPLETED,2007-03-23,https://clinicaltrials.gov/study/NCT00923377,Breast Stem Cells in Women at Average Risk and Increased Risk for Breast Cancer
ClinicalTrials.gov,NCT02103452,Al-Azhar University,OTHER,Egypt,Ovarian and endometrial samples,"Endometriosis, Ovarian",Reproductive / Urologic,Stem Cell (Unspecified Type),,N/A (Device/Behavioral),COMPLETED,2012-10,https://clinicaltrials.gov/study/NCT02103452,"Edessy Stem Cell Score (ESS), Endometrium, Endometrioma"
ClinicalTrials.gov,NCT00241358,Washington University School of Medicine,OTHER,United States,AMD3100; Stem Cell Transplant,"Leukemia, Myeloid, Acute; Leukemia, Myelogenous, Chronic; Leukemia, Lymphoblastic, Acute; Lymphocytic Leukemia, Chronic; Myelodysplastic Syndromes; Multiple Myeloma; Lymphoma, Non-Hodgkin; Hodgkin Disease",Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 1/2,COMPLETED,2004-05,https://clinicaltrials.gov/study/NCT00241358,Study Evaluating AMD3100 for Transplantation of Sibling Donor Stem Cells in Patients With Hematological Malignancies
ClinicalTrials.gov,NCT04615455,"Rigshospitalet, Denmark",OTHER,Denmark,ASCs; Cryostor CS10,"Keratoconjunctivitis Sicca, in Sjogren's Syndrome",Other / Unclassified,Mesenchymal Stem Cell (MSC),,Phase 2,COMPLETED,2020-11-03,https://clinicaltrials.gov/study/NCT04615455,Mesenchymal Stem Cell Therapy of Dry Eye Disease in Patients With Sjögren's Syndrome
ClinicalTrials.gov,NCT07479043,"Breathe Biologics, Inc.",INDUSTRY,,Subjects in the UC-MSC treatment group will receive two intravenous infusions (at day 0 and 3) of 100 million UC-MSC.; Controls will receive two infusions of vehicle solution.,Acute Respiratory Distress Syndrome,Respiratory,Mesenchymal Stem Cell (MSC),,Phase 3,NOT_YET_RECRUITING,2026-07,https://clinicaltrials.gov/study/NCT07479043,"To Evaluate the Safety and Potential Therapeutic Activity of JadiCell™, an Investigational Umbilical Cord-Derived Mesenchymal Stem Cell Therapy, in Patients Diagnosed With Acute Respiratory Distress Syndrome (ARDS)."
ClinicalTrials.gov,NCT05735717,"Masonic Cancer Center, University of Minnesota",OTHER,United States,Fludarabine; Busulfan; Melphalan; Rituximab; Levetiracetam; Alpha/Beta T Cell-Depleted Hematopoietic Stem Cells; Thymoglobulin; Cyclophosphamide,"Hematologic Malignancy; Acute Leukemia; Remission; Acute Myeloid Leukemia; Acute Lymphoblastic Leukemia; AML; TP53; Intrachromosomal Amplification of Chromosome 21; Cytogenetic Abnormality; CNS Leukemia; Minimal Residual Disease; Myelodysplasia; Juvenile Myelomonocytic Leukemia; Somatic Mutation; PTPN11 Gene Mutation; N-RAS Gene Amplification; Neurofibromatosis 1; NF1 Mutation; CBL Gene Mutation; Monosomy 7; Chromosome Abnormality; Fetal Hemoglobin; Lymphoblastic Lymphoma; High Grade Non-Hodgkin's Lymphoma, Adult",Oncology / Hematologic Malignancy,Cord Blood / HSC,,Phase 2,RECRUITING,2023-05-11,https://clinicaltrials.gov/study/NCT05735717,MT2021-08T Cell Receptor Alpha/Beta Depletion PBSC Transplantation for Heme Malignancies
ClinicalTrials.gov,NCT00002768,Alliance for Clinical Trials in Oncology,OTHER,United States,filgrastim; busulfan; cytarabine; etoposide; methotrexate; peripheral blood stem cell transplantation,Leukemia,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 2,COMPLETED,1996-06,https://clinicaltrials.gov/study/NCT00002768,Chemotherapy Plus Peripheral Stem Cell Transplantation in Treating Patients With Acute Myeloid Leukemia in Second Remission
ClinicalTrials.gov,NCT00283023,Department of Medical Services Ministry of Public Health of Thailand,OTHER_GOV,Thailand,Oligodendrocyte progenitor cell culture/craniotomy,Demyelinating Diseases,Other / Unclassified,Progenitor Cell,,Phase 1,COMPLETED,2007-12,https://clinicaltrials.gov/study/NCT00283023,Oligodendrocyte Progenitor Cell Culture From Human Brain
ClinicalTrials.gov,NCT01592903,Igenomix,INDUSTRY,Spain,Laparoscopic myomectomy. Following analysis and proliferation of cells isolated from removed human leiomyoma.,Leiomyomas,Other / Unclassified,Stem Cell (Unspecified Type),,Not Reported,COMPLETED,2012-04,https://clinicaltrials.gov/study/NCT01592903,Somatic Stem Cells in Leiomyomas?
ClinicalTrials.gov,NCT07546942,"Black Tie Medical, Inc.",INDUSTRY,United States,"Autologous MSC isolation, concentration, and cryopreservation of adult mesenchymal stem cells; Fecal Biomicrome Transplantation (FMT); Ketogenic RESET Diet Protocol; Trial combines use of cSVF and MSCs (cryopres) with diet modification and FMT (fecal material Transplant in adult ASD patients; FMT (Fecal Material Tranplantation); Use autologous cSVF + MSCs (cryo) for management of autoimmune component, anti-inflammatory and immune modulation",Autism Spectrum Disorder; Autism; Autism Spectral Disorder,Neurological,Mesenchymal Stem Cell (MSC),,Phase 1/2,ENROLLING_BY_INVITATION,2026-04-30,https://clinicaltrials.gov/study/NCT07546942,"Autism Spectrum Disorder (ASD) Neurodevelopmental Disorder With Issues Social Behavior, Communication Issues, GI Dysfunction. Study is Multimodal Interventions Targeting These Pathways With cSVF, Stored MSCs, FMT and Diet Modification. Role of Autoimmunity, Gut-brain Issues, & Issues Examined."
ClinicalTrials.gov,NCT00058045,Roswell Park Cancer Institute,OTHER,United States,aldesleukin; recombinant human stem cell factor,Lymphoma,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 1,COMPLETED,2002-08,https://clinicaltrials.gov/study/NCT00058045,Interleukin-2 and Stem Cell Factor in Treating Patients With AIDS or AIDS-Related Cancer
ClinicalTrials.gov,NCT03897361,"University of California, San Diego",OTHER,United States,"CTNS-RD-04 or CTNS-RD-04-LB (where the suffix ""-LB"" stands for LentiBOOST)",Lysosomal Storage Diseases; Cystinosis,Immunodeficiency / Genetic Metabolic Disorder,Stem Cell (Unspecified Type),,Phase 1/2,COMPLETED,2019-07-08,https://clinicaltrials.gov/study/NCT03897361,Stem Cell Gene Therapy for Cystinosis
ClinicalTrials.gov,NCT07312656,First Affiliated Hospital of Guangxi Medical University,OTHER,China,mesenchymal stem cell-derived exosomes,Oral Mucositis (Ulcerative) Due to Radiation,Dermatology / Wound Healing,Mesenchymal Stem Cell (MSC),,Phase 2,NOT_YET_RECRUITING,2026-01,https://clinicaltrials.gov/study/NCT07312656,Aerosolized Mesenchymal Stem Cell-Derived Exosomes for the Prevention and Treatment of Radiation-Induced Oral Mucositis
ClinicalTrials.gov,NCT00002594,Children's Oncology Group,NETWORK,United States; Australia; Canada; Netherlands; Puerto Rico; Switzerland,Sargramostim; cyclophosphamide; melphalan; autologous bone marrow transplantation; bone marrow ablation with stem cell support; peripheral blood stem cell transplantation,Brain Tumor; Central Nervous System Tumor,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 2,COMPLETED,1994-09,https://clinicaltrials.gov/study/NCT00002594,Combination Chemotherapy Followed by Bone Marrow and/or Peripheral Stem Cell Transplantation in Treating Patients With Recurrent Medulloblastoma or CNS Germ Cell Tumors
ClinicalTrials.gov,NCT04815902,Steadman Philippon Research Institute,OTHER,United States,Fisetin; Losartan; Placebo - Losartan; Placebo Fisetin,"Osteoarthritis, Knee",Orthopedic / Musculoskeletal,Stem Cell (Unspecified Type),,Phase 1/2,UNKNOWN,2021-05-18,https://clinicaltrials.gov/study/NCT04815902,Use of Senolytic and Anti-Fibrotic Agents to Improve the Beneficial Effect of Bone Marrow Stem Cells for Osteoarthritis
ClinicalTrials.gov,NCT02962661,M.D. Anderson Cancer Center,OTHER,United States,Best Practice; Laboratory Biomarker Analysis; Mesenchymal Stem Cell Transplantation; Mesenchymal Stem Cell Transplantation,Cardiomyopathy; Heart Failure; Hematopoietic and Lymphoid Cell Neoplasm; Malignant Solid Neoplasm,Oncology / Hematologic Malignancy,Mesenchymal Stem Cell (MSC),,Phase 1,RECRUITING,2020-07-18,https://clinicaltrials.gov/study/NCT02962661,Donor Bone Marrow Derived Mesenchymal Stem Cells in Controlling Heart Failure in Patients With Cardiomyopathy Caused by Anthracyclines
ClinicalTrials.gov,NCT00325871,Mackay Memorial Hospital,OTHER,Taiwan,concurrent chemoradiation,Colorectal Cancer,Oncology / Hematologic Malignancy,Progenitor Cell,,Not Reported,COMPLETED,2006-04,https://clinicaltrials.gov/study/NCT00325871,Chemoradiation and Endothelial Progenitor Cells in Colorectal Cancer
ClinicalTrials.gov,NCT00981006,Naofumi Takehara,OTHER,Japan,human cardiac stem cells,Congestive Heart Failure; Ischemic Cardiomyopathy; Ventricular Dysfunction,Cardiovascular,Stem Cell (Unspecified Type),,Phase 1,COMPLETED,2010-04,https://clinicaltrials.gov/study/NCT00981006,AutoLogous Human CArdiac-Derived Stem Cell to Treat Ischemic cArdiomyopathy (ALCADIA)
